Date,PREC.I-1 (in) ,PREC (m),TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,ID,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,ID,SNWD.I-1 (m) ,SNDENS_gcm3,SNDENS_kgm3,ID,SNThermCond_,SNThermCond_Sturm,ID,SNThermCond_est,ID,Permadata_surface_temp,,,
4/24/15,3.6,0.00,-0.4,3.7,-3.8,177,0.6,22,177,0.00,0.00,0.00,177,0.00,0.02,177,0.3,177,-7.94,,,
4/25/15,3.6,0.09,-0.2,5.3,-5.6,178,-0.3,22,178,0.56,0.16,163.64,178,0.09,0.06,178,0.3,178,-7.99,,,
4/26/15,3.6,0.09,-3.4,1.8,-5.5,179,-2.3,22,179,0.56,0.16,163.64,179,0.09,0.06,179,0.3,179,-8.08,,,
4/27/15,3.6,0.09,-13,-0.6,-13.2,180,-6.9,22,180,0.56,0.16,163.64,180,0.09,0.06,180,0.3,180,-8.23,,,
4/28/15,3.6,0.09,-13.7,-4.8,-14.2,181,-11.2,22,181,0.56,0.16,163.64,181,0.09,0.06,181,0.3,181,-8.47,,,
4/29/15,3.6,0.09,-10.3,-6.3,-14.8,182,-11.1,22,182,0.56,0.16,163.64,182,0.09,0.06,182,0.3,182,-8.64,,,
4/30/15,3.6,0.09,-10.2,-6.5,-10.6,183,-8.8,22,183,0.56,0.16,163.64,183,0.09,0.06,183,0.3,183,-8.48,,,
5/1/15,3.6,0.09,-10.3,-6.7,-10.7,184,-9.1,22,184,0.56,0.16,163.64,184,0.09,0.06,184,0.3,184,-8.38,,,
5/2/15,3.6,0.09,-6.4,-5.3,-10.7,185,-8,22,185,0.56,0.16,163.64,185,0.09,0.06,185,0.3,185,-8.28,,,
5/3/15,3.6,0.00,0.7,7.2,-7.6,186,1.4,22,186,0.00,0.00,0.00,186,0.00,0.02,186,0.3,186,-8.13,,,
5/4/15,3.6,0.00,-6,7.2,-6,187,1.6,22,187,0.00,0.00,0.00,187,0.00,0.02,187,0.3,187,-7.89,,,
5/5/15,3.6,0.00,-7.7,-4.2,-9.5,188,-6.9,22,188,0.00,0.00,0.00,188,0.00,0.02,188,0.3,188,-7.64,,,
5/6/15,3.6,0.00,-9.6,-0.6,-10.3,189,-7.6,23,189,0.00,0.00,0.00,189,0.00,0.02,189,0.3,189,-7.55,,,
5/7/15,3.6,0.00,-2.1,-0.1,-11,190,-7.2,23,190,0.00,0.00,0.00,190,0.00,0.02,190,0.3,190,-7.5,,,
5/8/15,3.6,0.00,5.6,10.1,-2.8,191,4,21,191,0.00,0.00,0.00,191,0.00,0.02,191,0.3,191,-4.767,,,
5/9/15,3.7,0.00,6.7,10.9,2.6,192,6.3,20,192,0.00,0.00,0.00,192,0.00,0.02,192,0.3,192,-0.052,,,
5/10/15,3.7,0.00,-1.7,7.9,-1.8,193,3.9,18,193,0.00,0.00,0.00,193,0.00,0.02,193,0.3,193,-0.465,,,
5/11/15,3.7,0.00,-2.2,0.8,-2.8,194,-1.2,18,194,0.00,0.00,0.00,194,0.00,0.02,194,0.3,194,-0.561,,,
5/12/15,3.7,0.00,0.4,5.1,-3.3,195,1.1,16,195,0.00,0.00,0.00,195,0.00,0.02,195,0.3,195,-0.404,,,
5/13/15,3.7,0.00,3.6,9.2,0.1,196,4.4,13,196,0.00,0.00,0.00,196,0.00,0.02,196,0.3,196,-0.091,,,
5/14/15,3.7,0.00,-1.5,4.3,-1.5,197,0.6,11,197,0.00,0.00,0.00,197,0.00,0.02,197,0.3,197,-0.13,,,
5/15/15,3.7,0.00,-0.1,1.6,-2.2,198,-0.3,11,198,0.00,0.00,0.00,198,0.00,0.02,198,0.3,198,-0.247,,,
5/16/15,3.7,0.00,8.1,13.2,-0.1,199,8.7,4,199,0.00,0.00,0.00,199,0.00,0.02,199,0.3,199,-0.255,,,
5/17/15,3.7,0.00,6.1,14.6,5,200,8.7,1,200,0.00,0.00,0.00,200,0.00,0.02,200,0.3,200,-0.182,,,
5/18/15,3.7,0.00,12.5,17.2,3.9,201,11.2,0,201,0.00,0.00,0.00,201,0.00,0.02,201,0.3,201,0.128,,,
5/19/15,3.7,0.00,5.4,21.5,5.3,202,13.7,0,202,0.00,0.00,0.00,202,0.00,0.02,202,0.3,202,1.065,,,
5/20/15,3.7,0.00,5.2,13.2,3.6,203,8.8,0,203,0.00,0.00,0.00,203,0.00,0.02,203,0.3,203,1.232,,,
5/21/15,3.7,0.00,11.4,12.2,2.9,204,9,0,204,0.00,0.00,0.00,204,0.00,0.02,204,0.3,204,2.51,,,
5/22/15,3.7,0.00,7.3,14.8,6.8,205,11.3,0,205,0.00,0.00,0.00,205,0.00,0.02,205,0.3,205,3.037,,,
5/23/15,3.7,0.00,0.8,10.4,0.8,206,7.7,0,206,0.00,0.00,0.00,206,0.00,0.02,206,0.3,206,2.081,,,
5/24/15,3.7,0.00,2.4,11.7,-0.1,207,5.4,0,207,0.00,0.00,0.00,207,0.00,0.02,207,0.3,207,3.637,,,
5/25/15,3.7,0.00,5.2,12.8,0.2,208,6.8,0,208,0.00,0.00,0.00,208,0.00,0.02,208,0.3,208,4.902,,,
5/26/15,3.8,0.00,4.2,11,3.2,209,6.7,0,209,0.00,0.00,0.00,209,0.00,0.02,209,0.3,209,2.549,,,
5/27/15,3.8,0.00,5.3,9.6,2.7,210,5.6,0,210,0.00,0.00,0.00,210,0.00,0.02,210,0.3,210,2.667,,,
5/28/15,3.8,0.00,5.8,14.3,3,211,8.8,0,211,0.00,0.00,0.00,211,0.00,0.02,211,0.3,211,4.901,,,
5/29/15,3.8,0.00,0.4,13.6,0.4,212,7.1,0,212,0.00,0.00,0.00,212,0.00,0.02,212,0.3,212,2.169,,,
5/30/15,4.5,0.00,1.6,1.7,-0.4,213,0.4,0,213,0.00,0.00,0.00,213,0.00,0.02,213,0.3,213,0.386,,,
5/31/15,4.5,0.00,1.3,6.1,1.3,214,3.4,0,214,0.00,0.00,0.00,214,0.00,0.02,214,0.3,214,0.997,,,
6/1/15,4.5,0.00,-3,1.3,-3,215,-0.9,0,215,0.00,0.00,0.00,215,0.00,0.02,215,0.3,215,0.187,,,
6/2/15,4.6,0.00,1.5,2.6,-3.5,216,-0.6,0,216,0.00,0.00,0.00,216,0.00,0.02,216,0.3,216,1.654,,,
6/3/15,4.8,0.00,-1.3,2.8,-1.7,217,0,0,217,0.00,0.00,0.00,217,0.00,0.02,217,0.3,217,0.294,,,
6/4/15,4.8,0.00,-2.3,1.6,-2.3,218,-0.8,0,218,0.00,0.00,0.00,218,0.00,0.02,218,0.3,218,0.081,,,
6/5/15,4.8,0.00,-2.2,1.6,-3.5,219,-1.5,0,219,0.00,0.00,0.00,219,0.00,0.02,219,0.3,219,0.047,,,
6/6/15,5,0.00,0.9,4.5,-2.2,220,1.4,0,220,0.00,0.00,0.00,220,0.00,0.02,220,0.3,220,1.107,,,
6/7/15,5.2,0.00,3.4,9.7,0.3,221,3.6,0,221,0.00,0.00,0.00,221,0.00,0.02,221,0.3,221,1.545,,,
6/8/15,5.2,0.00,6.6,12.6,1.6,222,7.9,0,222,0.00,0.00,0.00,222,0.00,0.02,222,0.3,222,3.448,,,
6/9/15,5.2,0.00,8.8,14.1,6.3,223,9.7,0,223,0.00,0.00,0.00,223,0.00,0.02,223,0.3,223,4.129,,,
6/10/15,5.2,0.00,10.3,10.7,6.1,224,8.8,0,224,0.00,0.00,0.00,224,0.00,0.02,224,0.3,224,4.158,,,
6/11/15,5.2,0.00,0.8,17.1,0.8,225,10.8,0,225,0.00,0.00,0.00,225,0.00,0.02,225,0.3,225,2.944,,,
6/12/15,5.3,0.00,1.4,5.1,-0.3,226,2.1,0,226,0.00,0.00,0.00,226,0.00,0.02,226,0.3,226,2.087,,,
6/13/15,5.3,0.00,7.8,11.9,1.2,227,7,0,227,0.00,0.00,0.00,227,0.00,0.02,227,0.3,227,5.08,,,9.319354839
6/14/15,5.4,0.00,12.2,17.4,6.3,228,12.4,0,228,0.00,0.00,0.00,228,0.00,0.02,228,0.3,228,6.4,,,
6/15/15,5.4,0.00,15.5,20.7,10.1,229,15.9,0,229,0.00,0.00,0.00,229,0.00,0.02,229,0.3,229,10,,,
6/16/15,5.4,0.00,7.9,20.4,7.8,230,14.2,0,230,0.00,0.00,0.00,230,0.00,0.02,230,0.3,230,6.654,,,
6/17/15,5.4,0.00,11.1,16.3,6.5,231,11.3,0,231,0.00,0.00,0.00,231,0.00,0.02,231,0.3,231,8.34,,,
6/18/15,5.4,0.00,13.6,18.9,9.2,232,14.8,0,232,0.00,0.00,0.00,232,0.00,0.02,232,0.3,232,11.21,,,
6/19/15,5.4,0.00,10.1,16.2,10.1,233,13.9,0,233,0.00,0.00,0.00,233,0.00,0.02,233,0.3,233,8.98,,,
6/20/15,5.4,0.00,12.8,18.3,8.1,234,13.9,0,234,0.00,0.00,0.00,234,0.00,0.02,234,0.3,234,11.63,,,
6/21/15,5.4,0.00,17.7,24.7,12.5,235,19.4,0,235,0.00,0.00,0.00,235,0.00,0.02,235,0.3,235,14.21,,,
6/22/15,5.4,0.00,19.1,25.6,13.8,236,20.3,0,236,0.00,0.00,0.00,236,0.00,0.02,236,0.3,236,13.63,,,
6/23/15,5.4,0.00,10,21.9,9.7,237,18.1,0,237,0.00,0.00,0.00,237,0.00,0.02,237,0.3,237,11.69,,,
6/24/15,5.4,0.00,15.1,25.3,8.9,238,18.2,0,238,0.00,0.00,0.00,238,0.00,0.02,238,0.3,238,12.06,,,
6/25/15,5.4,0.00,10.4,22.5,10.4,239,18.4,0,239,0.00,0.00,0.00,239,0.00,0.02,239,0.3,239,11.59,,,
6/26/15,5.4,0.00,11.7,20.2,9.2,240,15.6,0,240,0.00,0.00,0.00,240,0.00,0.02,240,0.3,240,11.24,,,
6/27/15,5.4,0.00,7.9,21.6,7.6,241,15.3,0,241,0.00,0.00,0.00,241,0.00,0.02,241,0.3,241,10.02,,,
6/28/15,5.4,0.00,6.4,13.7,6.1,242,9.9,0,242,0.00,0.00,0.00,242,0.00,0.02,242,0.3,242,9.61,,,
6/29/15,5.4,0.00,12.8,16.4,5.5,243,12,0,243,0.00,0.00,0.00,243,0.00,0.02,243,0.3,243,11.51,,,
6/30/15,5.4,0.00,16,22.3,11.1,244,17.4,0,244,0.00,0.00,0.00,244,0.00,0.02,244,0.3,244,11.66,,,
7/1/15,5.4,0.00,12.5,21.8,12,245,16.7,0,245,0.00,0.00,0.00,245,0.00,0.02,245,0.3,245,10.4,,,
7/2/15,5.4,0.00,12.8,16.9,11.1,246,14,0,246,0.00,0.00,0.00,246,0.00,0.02,246,0.3,246,10.78,,,
7/3/15,5.4,0.00,10,20.1,10,247,15.4,0,247,0.00,0.00,0.00,247,0.00,0.02,247,0.3,247,11.36,,,
7/4/15,5.4,0.00,8.4,14.1,8.4,248,11.2,0,248,0.00,0.00,0.00,248,0.00,0.02,248,0.3,248,8.18,,,
7/5/15,5.4,0.00,10.3,17,6.8,249,12.7,0,249,0.00,0.00,0.00,249,0.00,0.02,249,0.3,249,11.37,,,
7/6/15,5.4,0.00,10.6,20.7,8.8,250,15.1,0,250,0.00,0.00,0.00,250,0.00,0.02,250,0.3,250,11.6,,,
7/7/15,5.4,0.00,13.1,26.6,9.1,251,19.2,0,251,0.00,0.00,0.00,251,0.00,0.02,251,0.3,251,13.71,,,
7/8/15,5.4,0.00,2.1,17.9,2,252,10.6,0,252,0.00,0.00,0.00,252,0.00,0.02,252,0.3,252,7.03,,,
7/9/15,5.4,0.00,2.4,10.4,1.9,253,5.6,0,253,0.00,0.00,0.00,253,0.00,0.02,253,0.3,253,6.729,,,
7/10/15,5.4,0.00,2,12.4,0.6,254,5.5,0,254,0.00,0.00,0.00,254,0.00,0.02,254,0.3,254,6.082,,,
7/11/15,5.4,0.00,1.4,11.3,0.9,255,5.3,0,255,0.00,0.00,0.00,255,0.00,0.02,255,0.3,255,7.63,,,
7/12/15,5.4,0.00,1.9,10.3,-1.2,256,4.5,0,256,0.00,0.00,0.00,256,0.00,0.02,256,0.3,256,6.469,,,
7/13/15,5.4,0.00,4.1,8.4,1.6,257,4.8,0,257,0.00,0.00,0.00,257,0.00,0.02,257,0.3,257,7.51,,,
7/14/15,5.4,0.00,5,11.9,2.5,258,6.8,0,258,0.00,0.00,0.00,258,0.00,0.02,258,0.3,258,10.12,,,
7/15/15,5.4,0.00,3.6,14.6,1.6,259,8.2,0,259,0.00,0.00,0.00,259,0.00,0.02,259,0.3,259,9.31,,,
7/16/15,5.4,0.00,4.2,12.6,2.3,260,6.8,0,260,0.00,0.00,0.00,260,0.00,0.02,260,0.3,260,8.07,,,
7/17/15,5.4,0.00,6.3,20.4,2.3,261,11.8,0,261,0.00,0.00,0.00,261,0.00,0.02,261,0.3,261,10.52,,,
7/18/15,5.7,0.00,11.3,17.2,4.9,262,11.5,0,262,0.00,0.00,0.00,262,0.00,0.02,262,0.3,262,10.88,,,
7/19/15,5.7,0.00,12,18.5,10.2,263,14.2,0,263,0.00,0.00,0.00,263,0.00,0.02,263,0.3,263,10.86,,,
7/20/15,5.9,0.00,7.4,12.3,7.4,264,10.1,0,264,0.00,0.00,0.00,264,0.00,0.02,264,0.3,264,8.15,,,
7/21/15,6,0.00,8.9,10,7.4,265,8.6,0,265,0.00,0.00,0.00,265,0.00,0.02,265,0.3,265,8.14,,,
7/22/15,6,0.00,7.1,17.5,7.1,266,12.1,0,266,0.00,0.00,0.00,266,0.00,0.02,266,0.3,266,11,,,
7/23/15,6,0.00,4.7,15.4,4.3,267,9.3,0,267,0.00,0.00,0.00,267,0.00,0.02,267,0.3,267,8.23,,,
7/24/15,6,0.00,4.1,9.4,2.8,268,5.7,0,268,0.00,0.00,0.00,268,0.00,0.02,268,0.3,268,7.19,,,
7/25/15,6,0.00,3.2,10.4,2.3,269,6.2,0,269,0.00,0.00,0.00,269,0.00,0.02,269,0.3,269,8.8,,,
7/26/15,6,0.00,5,11.5,2.6,270,7.4,0,270,0.00,0.00,0.00,270,0.00,0.02,270,0.3,270,8.51,,,
7/27/15,6,0.00,5.3,9.4,3.3,271,6.3,0,271,0.00,0.00,0.00,271,0.00,0.02,271,0.3,271,7.02,,,
7/28/15,6,0.00,4.7,8.9,4.3,272,6.9,0,272,0.00,0.00,0.00,272,0.00,0.02,272,0.3,272,6.526,,,
7/29/15,6,0.00,4.5,9.4,3.5,273,5.5,0,273,0.00,0.00,0.00,273,0.00,0.02,273,0.3,273,6.452,,,
7/30/15,6,0.00,2.8,7.1,2.8,274,4.5,0,274,0.00,0.00,0.00,274,0.00,0.02,274,0.3,274,5.24,,,
7/31/15,6,0.00,7,12,-0.4,275,6.4,0,275,0.00,0.00,0.00,275,0.00,0.02,275,0.3,275,7.78,,,
8/1/15,6,0.00,9.7,18.5,6.9,276,12.8,0,276,0.00,0.00,0.00,276,0.00,0.02,276,0.3,276,7.9,,,
8/2/15,6.1,0.00,7.7,10.1,6.2,277,8.4,0,277,0.00,0.00,0.00,277,0.00,0.02,277,0.3,277,7.54,,,
8/3/15,6.3,0.00,12.8,15.3,7.7,278,12.7,0,278,0.00,0.00,0.00,278,0.00,0.02,278,0.3,278,10.69,,,
8/4/15,6.5,0.00,10.7,16.1,10.7,279,13.3,0,279,0.00,0.00,0.00,279,0.00,0.02,279,0.3,279,10.21,,,
8/5/15,6.6,0.00,NA,NA,NA,280,10.05,0,280,0.00,0.00,0.00,280,0.00,0.02,280,0.3,280,6.207,,,
8/6/15,6.7,0.00,NA,NA,NA,281,10.05,0,281,0.00,0.00,0.00,281,0.00,0.02,281,0.3,281,4.614,,,
8/7/15,6.9,0.00,NA,NA,NA,282,10.05,0,282,0.00,0.00,0.00,282,0.00,0.02,282,0.3,282,6.163,,,
8/8/15,6.9,0.00,NA,NA,NA,283,10.05,0,283,0.00,0.00,0.00,283,0.00,0.02,283,0.3,283,6.936,,,
8/9/15,6.9,0.00,7.8,11.3,3.9,284,6.8,0,284,0.00,0.00,0.00,284,0.00,0.02,284,0.3,284,6.114,,,
8/10/15,7,0.00,4,12.4,4,285,7.9,0,285,0.00,0.00,0.00,285,0.00,0.02,285,0.3,285,6.026,,,
8/11/15,7.6,0.00,0.8,4,0.8,286,2.5,0,286,0.00,0.00,0.00,286,0.00,0.02,286,0.3,286,1.623,,,
8/12/15,7.9,0.00,3.3,4.2,0.7,287,2.3,0,287,0.00,0.00,0.00,287,0.00,0.02,287,0.3,287,3.036,,,
8/13/15,7.9,0.00,9.1,13.9,1.9,288,7.9,0,288,0.00,0.00,0.00,288,0.00,0.02,288,0.3,288,5.221,,,
8/14/15,8.1,0.00,10.3,12.8,7,289,10.1,0,289,0.00,0.00,0.00,289,0.00,0.02,289,0.3,289,6.935,,,
8/15/15,8.1,0.00,8.1,13.8,7.6,290,10.6,0,290,0.00,0.00,0.00,290,0.00,0.02,290,0.3,290,6.058,,,
8/16/15,8.1,0.00,2,11.4,2,291,7.5,0,291,0.00,0.00,0.00,291,0.00,0.02,291,0.3,291,4.529,,,
8/17/15,8.1,0.00,0.8,6.6,-0.8,292,2.3,0,292,0.00,0.00,0.00,292,0.00,0.02,292,0.3,292,2.609,,,
8/18/15,8.2,0.00,2.2,4.3,0.6,293,2.3,0,293,0.00,0.00,0.00,293,0.00,0.02,293,0.3,293,2.537,,,
8/19/15,8.2,0.00,0.3,3.4,0.3,294,2,0,294,0.00,0.00,0.00,294,0.00,0.02,294,0.3,294,2.115,,,
8/20/15,8.3,0.00,1.2,3.4,0,295,1.6,0,295,0.00,0.00,0.00,295,0.00,0.02,295,0.3,295,2.518,,,
8/21/15,8.3,0.00,5.9,9.1,-0.2,296,4.2,0,296,0.00,0.00,0.00,296,0.00,0.02,296,0.3,296,3.662,,,
8/22/15,8.3,0.00,2.3,12.6,2.3,297,7.6,0,297,0.00,0.00,0.00,297,0.00,0.02,297,0.3,297,4.433,,,
8/23/15,8.3,0.00,3.4,10.6,1.1,298,5.5,0,298,0.00,0.00,0.00,298,0.00,0.02,298,0.3,298,5.19,,,
8/24/15,8.3,0.00,4.5,5.8,1.6,299,3.9,0,299,0.00,0.00,0.00,299,0.00,0.02,299,0.3,299,3.774,,,
8/25/15,8.3,0.00,9.4,11.7,3,300,6.8,0,300,0.00,0.00,0.00,300,0.00,0.02,300,0.3,300,5.255,,,
8/26/15,8.6,0.00,9.8,16.8,6.8,301,11.2,0,301,0.00,0.00,0.00,301,0.00,0.02,301,0.3,301,6.908,,,
8/27/15,8.9,0.00,4.1,12.7,4.1,302,9.5,0,302,0.00,0.00,0.00,302,0.00,0.02,302,0.3,302,4.675,,,
8/28/15,9,0.00,1.6,4.3,1.1,303,2.4,0,303,0.00,0.00,0.00,303,0.00,0.02,303,0.3,303,0.997,,,
8/29/15,9,0.00,0.9,7.2,0.7,304,2.8,0,304,0.00,0.00,0.00,304,0.00,0.02,304,0.3,304,1.249,,,
8/30/15,9,0.00,-0.3,5.8,-0.3,305,2.6,0,305,0.00,0.00,0.00,305,0.00,0.02,305,0.3,305,2.182,,,
8/31/15,9,0.00,-1.1,3.4,-2.1,306,-0.2,0,306,0.00,0.00,0.00,306,0.00,0.02,306,0.3,306,1.098,,,
9/1/15,9.1,0.00,0.6,1.3,-1.2,307,0,0,307,0.00,0.00,0.00,307,0.00,0.02,307,0.3,307,0.104,,,
9/2/15,9.1,0.00,2.9,9.1,0.4,308,3.6,0,308,0.00,0.00,0.00,308,0.00,0.02,308,0.3,308,1.793,,,
9/3/15,9.1,0.00,NA,NA,NA,309,3.75,0,309,0.00,0.00,0.00,309,0.00,0.02,309,0.3,309,2.598,,,
9/4/15,9.1,0.00,0.2,10.6,-0.8,310,3.9,0,310,0.00,0.00,0.00,310,0.00,0.02,310,0.3,310,1.722,,,
9/5/15,9.1,0.00,-0.5,11.1,-2.8,311,3.1,0,311,0.00,0.00,0.00,311,0.00,0.02,311,0.3,311,1.941,,,
9/6/15,9.1,0.00,2.7,9.3,-1.9,312,3.4,0,312,0.00,0.00,0.00,312,0.00,0.02,312,0.3,312,1.366,,,
9/7/15,9.1,0.00,1.2,10.2,0.7,313,5.1,0,313,0.00,0.00,0.00,313,0.00,0.02,313,0.3,313,1.739,,,
9/8/15,9.1,0.00,0.6,4.9,-0.6,314,2.1,0,314,0.00,0.00,0.00,314,0.00,0.02,314,0.3,314,1.865,,,
9/9/15,9.2,0.00,-0.4,2.5,-0.4,315,0.9,0,315,0.00,0.00,0.00,315,0.00,0.02,315,0.3,315,0.939,,,
9/10/15,9.2,0.00,-2.2,-0.4,-2.2,316,-1.6,1,316,0.00,0.00,0.00,316,0.00,0.02,316,0.3,316,0.086,,,
9/11/15,9.2,0.00,-0.1,-0.1,-2.2,317,-1,4,317,0.00,0.00,0.00,317,0.00,0.02,317,0.3,317,0.026,,,
9/12/15,9.4,0.00,0.9,1.9,-0.6,318,0.6,4,318,0.00,0.00,0.00,318,0.00,0.02,318,0.3,318,-0.013,,,
9/13/15,9.4,0.00,0.2,2.2,-1.2,319,0.7,3,319,0.00,0.00,0.00,319,0.00,0.02,319,0.3,319,-0.013,,,
9/14/15,9.4,0.00,1.8,3.5,-1.6,320,1.4,3,320,0.00,0.00,0.00,320,0.00,0.02,320,0.3,320,-0.013,,,
9/15/15,9.5,0.00,-0.7,1.8,-1.6,321,0.2,3,321,0.00,0.00,0.00,321,0.00,0.02,321,0.3,321,-0.013,,,
9/16/15,9.5,0.00,-1.4,1.6,-1.4,322,0.2,3,322,0.00,0.00,0.00,322,0.00,0.02,322,0.3,322,-0.013,,,
9/17/15,9.5,0.00,-1.9,-0.1,-2.3,323,-1.4,3,323,0.00,0.00,0.00,323,0.00,0.02,323,0.3,323,-0.012,,,
9/18/15,9.6,0.00,-2.6,-0.8,-2.6,324,-1.6,4,324,0.00,0.00,0.00,324,0.00,0.02,324,0.3,324,-0.013,,,
9/19/15,9.7,0.00,-1.9,-1.9,-5.3,325,-3.6,4,325,0.00,0.00,0.00,325,0.00,0.02,325,0.3,325,-0.024,,,
9/20/15,9.7,0.00,-4.9,-1.6,-5.1,326,-3.6,4,326,0.00,0.00,0.00,326,0.00,0.02,326,0.3,326,-0.045,,,
9/21/15,9.7,0.00,-4.1,-3.2,-5.2,327,-4.2,4,327,0.00,0.00,0.00,327,0.00,0.02,327,0.3,327,-0.045,,,
9/22/15,9.8,0.00,-5.6,-0.8,-5.7,328,-3.9,5,328,0.00,0.00,0.00,328,0.00,0.02,328,0.3,328,-0.052,,,
9/23/15,9.8,0.00,-6.1,-2.7,-7.2,329,-5.4,5,329,0.00,0.00,0.00,329,0.00,0.02,329,0.3,329,-0.127,,,
9/24/15,9.8,0.00,-6.4,-2.8,-7.3,330,-5.5,5,330,0.00,0.00,0.00,330,0.00,0.02,330,0.3,330,-0.262,,,
9/25/15,9.8,0.00,-6.6,0.1,-7.7,331,-4.2,5,331,0.00,0.00,0.00,331,0.00,0.02,331,0.3,331,-0.689,,,
9/26/15,9.9,0.00,-0.5,0,-7.1,332,-1.7,6,332,0.00,0.00,0.00,332,0.00,0.02,332,0.3,332,-0.145,,,
9/27/15,9.9,0.00,-3.8,-0.5,-3.8,333,-1.8,6,333,0.00,0.00,0.00,333,0.00,0.02,333,0.3,333,-0.091,,,
9/28/15,9.9,0.00,-0.8,0.2,-6.4,334,-4,6,334,0.00,0.00,0.00,334,0.00,0.02,334,0.3,334,-0.13,,,
9/29/15,10.1,0.00,-4.2,-0.3,-5.1,335,-3.3,9,335,0.00,0.00,0.00,335,0.00,0.02,335,0.3,335,-0.13,,,
9/30/15,10.1,0.00,-5.5,-3.2,-8.3,336,-5.4,14,336,0.00,0.00,0.00,336,0.00,0.02,336,0.3,336,-0.169,,,
10/1/15,0,0.00,-3.9,-1.6,-5.5,337,-3.6,18,337,0.00,0.00,0.00,337,0.00,0.02,337,0.15,337,-0.169,,,
10/2/15,0,0.00,-4.5,-1.9,-7.1,338,-4.2,17,338,0.00,0.00,0.00,338,0.00,0.02,338,0.15,338,-0.169,,,
10/3/15,0.1,0.00,1.7,2.4,-5.2,339,-0.3,16,339,0.41,0.01,6.25,339,0.00,0.02,339,0.15,339,-0.169,,,
10/4/15,0.1,0.00,1.9,4.8,1.2,340,3.1,16,340,0.00,0.00,0.00,340,0.00,0.02,340,0.15,340,-0.091,,,
10/5/15,0.2,0.00,-1.3,2.1,-1.7,341,0.4,16,341,0.00,0.00,0.00,341,0.00,0.02,341,0.15,341,-0.052,,,
10/6/15,0.2,0.01,-4.2,-0.9,-4.3,342,-2.8,15,342,0.38,0.01,13.33,342,0.00,0.02,342,0.15,342,-0.052,,,
10/7/15,0.2,0.01,-9.2,-3.9,-9.2,343,-5.4,15,343,0.38,0.01,13.33,343,0.00,0.02,343,0.15,343,-0.045,,,
10/8/15,0.2,0.01,-12.4,-7,-13,344,-9.9,14,344,0.36,0.01,14.29,344,0.00,0.02,344,0.15,344,-0.201,,,
10/9/15,0.2,0.01,-10.9,-6.8,-14.8,345,-11.2,11,345,0.28,0.02,18.18,345,0.00,0.02,345,0.15,345,-0.543,,,
10/10/15,0.2,0.01,-12.7,-8.5,-12.9,346,-11,14,346,0.36,0.01,14.29,346,0.00,0.02,346,0.15,346,-0.594,,,
10/11/15,0.2,0.01,-14.9,-4.2,-15.4,347,-12.1,13,347,0.33,0.02,15.38,347,0.00,0.02,347,0.15,347,-0.831,,,
10/12/15,0.4,0.01,-4.2,-0.6,-15.7,348,-7,15,348,0.38,0.03,26.67,348,0.00,0.03,348,0.15,348,-0.834,,,
10/13/15,0.4,0.01,-7.3,-4.2,-8.3,349,-6.3,15,349,0.38,0.03,26.67,349,0.00,0.03,349,0.15,349,-0.762,,,
10/14/15,0.4,0.01,-2.9,-2.7,-9.4,350,-5.9,15,350,0.38,0.03,26.67,350,0.00,0.03,350,0.15,350,-0.677,,,
10/15/15,0.4,0.01,-4.3,-2.9,-7.6,351,-5.4,15,351,0.38,0.03,26.67,351,0.00,0.03,351,0.15,351,-0.6,,,
10/16/15,0.4,0.01,-7.4,-4.3,-8.1,352,-6.1,15,352,0.38,0.03,26.67,352,0.00,0.03,352,0.15,352,-0.759,,,
10/17/15,0.4,0.01,-10.1,-6.9,-15.4,353,-11.2,15,353,0.38,0.03,26.67,353,0.00,0.03,353,0.15,353,-1.151,,,
10/18/15,0.4,0.01,-12.2,-9.2,-14.4,354,-11.7,15,354,0.38,0.03,26.67,354,0.00,0.03,354,0.15,354,-1.071,,,
10/19/15,0.4,0.01,-6.1,-5.2,-12.2,355,-7.6,15,355,0.38,0.03,26.67,355,0.00,0.03,355,0.15,355,-0.785,,,
10/20/15,0.4,0.01,-7.3,-4.1,-8.6,356,-5.8,14,356,0.36,0.03,28.57,356,0.00,0.03,356,0.15,356,-0.594,,,
10/21/15,0.4,0.01,-8.7,-7.2,-9.7,357,-8.4,14,357,0.36,0.03,28.57,357,0.00,0.03,357,0.15,357,-0.752,,,
10/22/15,0.4,0.01,-9,-7.2,-9.4,358,-8.3,14,358,0.36,0.03,28.57,358,0.00,0.03,358,0.15,358,-0.759,,,
10/23/15,0.4,0.01,-8.7,-7.8,-9.4,359,-8.8,14,359,0.36,0.03,28.57,359,0.00,0.03,359,0.15,359,-0.798,,,
10/24/15,0.4,0.01,-6.9,-6.2,-11.9,360,-9.7,14,360,0.36,0.03,28.57,360,0.00,0.03,360,0.15,360,-1.196,,,
10/25/15,0.4,0.01,-3.2,-0.7,-8.4,361,-5,16,361,0.41,0.03,25.00,361,0.00,0.03,361,0.15,361,-1.077,,,
10/26/15,0.5,0.01,-4.8,-0.8,-5.4,362,-2.9,16,362,0.41,0.03,31.25,362,0.00,0.03,362,0.15,362,-0.755,,,
